Record,Type,Subpopulation,Indicator,Category,DiffEst.P,StdError.P,LCB95Pct.P,UCB95Pct.P,DiffEst.U,StdError.U,LCB95Pct.U,UCB95Pct.U,NResp_1,Estimate.P_1,StdError.P_1,LCB95Pct.P_1,UCB95Pct.P_1,Estimate.U_1,StdError.U_1,LCB95Pct.U_1,UCB95Pct.U_1,NResp_2,Estimate.P_2,StdError.P_2,LCB95Pct.P_2,UCB95Pct.P_2,Estimate.U_2,StdError.U_2,LCB95Pct.U_2,UCB95Pct.U_2,UB2-UB1,LB2-LB1
557,WSA9_Ecoregions,SPL,Cyanobacteria_Risk_Index,Moderate,5.407534554,18.50596275,-30.86348593,41.67855503,1295.652236,1558.152801,-1758.271137,4349.575608,33,32.47488798,8.091737966,16.61537299,48.33440296,1022.285265,272.2380275,488.7085354,1555.861994,20,37.88242253,16.91814253,4.723472489,71.04137257,2317.937501,1542.919071,0,5342.00331,22.70696961,-11.8919005
558,WSA9_Ecoregions,SPL,Cyanobacteria_Risk_Index,High,4.4169856,7.752982214,-10.77858031,19.61255151,597.4561179,277.3458294,53.86828099,1141.043955,11,11.01340883,5.529602512,0.175587063,21.85123061,346.6939,173.2567715,7.116867723,686.2709323,27,15.43039443,5.722836355,4.213841289,26.64694758,944.1500179,224.8493275,503.453434,1384.846602,4.79571697,4.038254226
559,WSA9_Ecoregions,SPL,Cyanobacteria_Risk_Index,Not Assessed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.054452961,0.049303523,0,0.15108609,3.3318503,2.847507659,0,8.912862758,#VALUE!,#VALUE!
560,WSA9_Ecoregions,TPL,Cyanobacteria_Risk_Index,Low,-15.1968727,10.81456862,-36.39303771,5.9992923,631.5463815,923.1024778,-1177.701229,2440.793992,70,49.91655221,8.941154925,32.39221057,67.44089384,3060.61671,705.0403023,1678.763109,4442.47031,50,34.7196795,7.909050995,19.2182244,50.2211346,3692.163091,794.6699257,2134.638657,5249.687525,-17.21975924,-13.17398617
561,WSA9_Ecoregions,TPL,Cyanobacteria_Risk_Index,Moderate,-0.029444324,13.84873451,-27.17246519,27.11357654,1281.198697,1713.494962,-2077.189716,4639.58711,41,28.52328429,7.85122839,13.13515941,43.91140917,1748.89564,504.4014646,760.2869355,2737.504344,31,28.49383996,11.65128334,5.657744251,51.32993568,3030.094337,1649.193815,0,6262.454817,7.41852651,-7.477415159
562,WSA9_Ecoregions,TPL,Cyanobacteria_Risk_Index,High,15.25359137,9.310761795,-2.995166413,33.50234916,2583.134565,827.6815122,960.9086108,4205.36052,26,21.34334784,6.235865165,9.121276708,33.56541898,1308.660237,433.9006327,458.2306242,2159.08985,55,36.59693922,8.027025873,20.8642576,52.32962083,3891.794803,774.6725739,2373.464458,5410.125147,18.76420185,11.74298089
563,WSA9_Ecoregions,TPL,Cyanobacteria_Risk_Index,Not Assessed,-0.027274345,0.245809238,-0.509051598,0.454502908,6.862238928,20.81538002,-33.93515624,47.6596341,1,0.216815662,0.173018793,0,0.555926264,13.2939798,10.47063695,0,33.81605112,1,0.189541317,0.174604349,0,0.531759553,20.15621873,17.99015862,0,55.41628171,-0.024166711,0
564,WSA9_Ecoregions,UMW,Cyanobacteria_Risk_Index,Low,-7.193861779,7.515061561,-21.92311178,7.535388221,2601.255718,3398.454131,-4059.591982,9262.103418,108,80.37032883,4.162513536,72.21195221,88.52870545,12624.04958,1347.283479,9983.422486,15264.67668,84,73.17646705,6.254087439,60.91868092,85.43425319,15225.3053,3119.212718,9111.760713,21338.84989,-3.09445226,-11.29327129
565,WSA9_Ecoregions,UMW,Cyanobacteria_Risk_Index,Moderate,4.983895899,6.804205917,-8.352102641,18.31989444,1907.791214,1349.40962,-737.003043,4552.58547,34,17.07861504,3.814556762,9.602221173,24.55500891,2682.597997,602.4247917,1501.867101,3863.328892,33,22.06251094,5.98774108,10.32675408,33.79826781,4590.38921,1258.616005,2123.54717,7057.23125,9.2432589,0.724532907
566,WSA9_Ecoregions,UMW,Cyanobacteria_Risk_Index,High,2.20996588,2.067823477,-1.842893661,6.262825421,589.8885356,340.437115,-77.3559487,1257.13302,4,2.551056127,1.749051196,0,5.979133477,400.7033379,273.7747842,0,937.2920547,14,4.761022007,1.452193533,1.914774984,7.60726903,990.5918735,259.6067463,481.7720007,1499.411746,1.628135553,1.914774984
567,WSA9_Ecoregions,WMT,Cyanobacteria_Risk_Index,Low,-2.912199124,2.362398474,-7.542415051,1.718016803,983.507161,1282.018092,-1529.202127,3496.216449,134,95.91071556,1.244277214,93.47197704,98.34945409,3970.094506,657.2376457,2681.932391,5258.25662,123,92.99851644,2.220213548,88.64697785,97.35005503,4953.601667,1254.880801,2494.080491,7413.122842,-0.99939906,-4.82499919
568,WSA9_Ecoregions,WMT,Cyanobacteria_Risk_Index,Moderate,-0.056958209,1.667506705,-3.325211295,3.211294877,45.51299888,60.8597702,-73.76995882,164.7959566,20,4.089284437,1.244277214,1.650545912,6.528022963,169.2704051,43.23009597,84.54097396,253.9998362,18,4.032326228,1.381064442,1.325489662,6.739162795,214.783404,51.56904232,113.7099383,315.8568696,0.211139832,-0.32505625
569,WSA9_Ecoregions,WMT,Cyanobacteria_Risk_Index,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.202190851,0.13628524,0,0.469305012,10.76977326,6.640922945,0,23.78574305,#VALUE!,#VALUE!
570,WSA9_Ecoregions,WMT,Cyanobacteria_Risk_Index,Not Assessed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2.766966482,1.310170694,0.199079108,5.334853856,147.3835315,60.30471574,29.18846057,265.5786025,#VALUE!,#VALUE!
571,WSA9_Ecoregions,XER,Cyanobacteria_Risk_Index,Low,-22.08806214,10.25897826,-42.19529005,-1.980834218,554.7235088,215.2831569,132.7762747,976.6707429,62,81.91492595,4.420792734,73.25033141,90.5795205,642.3637866,92.909215,460.2650714,824.4625018,60,59.82686382,9.830507535,40.5594231,79.09430454,1197.087295,219.3783869,767.1135581,1627.061033,-11.48521596,-32.69090831
572,WSA9_Ecoregions,XER,Cyanobacteria_Risk_Index,Moderate,11.96473411,9.766751498,-7.177747076,31.10721529,365.8790346,215.6159045,-56.72037272,788.478442,14,10.39456608,3.4260552,3.679621279,17.10951088,81.5125296,26.42859429,29.71343664,133.3116226,18,22.35930019,9.189817403,4.347589051,40.37101132,447.3915642,214.2822583,27.40605537,867.3770731,23.26150044,0.667967772
573,WSA9_Ecoregions,XER,Cyanobacteria_Risk_Index,High,10.8843844,8.709351147,-6.185630174,27.95439898,299.2675264,188.9910331,-71.14809195,669.6831447,7,6.69658986,3.097145205,0.626296803,12.76688292,52.5135898,24.61891034,4.261412195,100.7657674,13,17.58097426,8.140054605,1.626760404,33.53518812,351.7811162,187.3806816,0,719.0405036,20.7683052,1.000463601
574,WSA9_Ecoregions,XER,Cyanobacteria_Risk_Index,Not Assessed,-0.761056374,0.560796418,-1.860197157,0.338084408,-3.134771826,5.546311845,-14.00534329,7.735799636,2,0.993918107,0.521115818,0,2.015286342,7.7941473,3.95915144,0.034353068,15.55394153,1,0.232861733,0.193291209,0,0.611705542,4.659375474,3.78526179,0,12.07835225,-1.4035808,0
575,National,National,Chlorophyll_a_Risk_Index,Low,-3.200858059,3.922736851,-10.88928101,4.487564889,13799.42654,4087.054626,5788.946667,21809.9064,546,58.21171404,2.586817914,53.14164409,63.28178399,28841.38177,1958.398134,25002.99196,32679.77158,489,55.01085598,3.533192291,48.08592634,61.93578562,42640.80831,4052.994162,34697.08572,50584.53089,-1.34599837,-5.05571775
576,National,National,Chlorophyll_a_Risk_Index,Moderate,0.480699736,3.783153527,-6.934144924,7.895544396,8460.796922,3050.363451,2482.194418,14439.39943,317,28.91967526,2.478564134,24.06177882,33.77757169,14328.44589,1371.439988,11640.47291,17016.41887,293,29.40037499,3.26887609,22.99349559,35.8072544,22789.24281,2933.715792,17039.26552,28539.2201,2.02968271,-1.06828323
577,National,National,Chlorophyll_a_Risk_Index,High,2.002088478,2.574933709,-3.044688854,7.048865809,4938.394927,1996.712843,1024.909667,8851.880186,143,12.10860391,1.568223364,9.034942594,15.18226522,5999.288524,794.55949,4441.98054,7556.596508,140,14.11069239,2.444948751,9.31868089,18.90270388,10937.68345,2027.494067,6963.868101,14911.4988,3.72043866,0.283738296
578,National,National,Chlorophyll_a_Risk_Index,Not Detected,0.459970763,0.298649519,-0.125371538,1.045313065,443.5764669,221.1803859,10.07087638,877.0820575,17,0.311205628,0.102518651,0.110272764,0.512138491,154.1889028,50.35559315,55.49375381,252.8840518,17,0.771176391,0.282946598,0.216611249,1.325741533,597.7653697,216.549862,173.3354393,1022.1953,0.813603042,0.106338485
579,National,National,Chlorophyll_a_Risk_Index,Not Assessed,0.258099082,0.396238896,-0.518514884,1.034713048,325.5811893,250.2962556,-164.9904572,816.1528358,5,0.448801168,0.293844655,0,1.024726108,222.3615304,145.4372625,0,507.4133268,11,0.70690025,0.265820582,0.185901483,1.227899016,547.9427197,203.7062058,148.6858929,947.1995464,0.203172908,0.185901483
580,Lake_Origin,MAN_MADE,Chlorophyll_a_Risk_Index,Low,0.90430694,5.58459818,-10.04130436,11.84991824,5544.84669,2141.890275,1346.818893,9742.874486,288,46.72274232,3.852133346,39.1726997,54.27278494,9496.383009,1095.93789,7348.384215,11644.3818,247,47.62704926,4.672091081,38.46991901,56.78417951,15041.2297,2002.543996,11116.31559,18966.14381,2.51139457,-0.70278069
581,Lake_Origin,MAN_MADE,Chlorophyll_a_Risk_Index,Moderate,-8.506560068,4.95863039,-18.22529705,1.21217691,1707.707756,1381.164948,-999.3257987,4414.741311,218,39.03756518,3.673559453,31.83752095,46.2376094,7934.373117,878.9307952,6211.700414,9657.045821,181,30.53100511,3.775116616,23.1319125,37.93009771,9642.080873,1174.327735,7340.440807,11943.72094,-8.30751169,-8.70560845
582,Lake_Origin,MAN_MADE,Chlorophyll_a_Risk_Index,High,5.366050903,4.880345765,-4.199251028,14.93135283,3268.25876,1667.504542,0.009914513,6536.507606,71,13.9796429,2.65644791,8.773100667,19.18618513,2841.35812,566.138642,1731.746771,3950.969468,84,19.3456938,4.438384382,10.64662026,28.04476734,6109.61688,1631.48212,2911.970683,9307.263077,8.85858221,1.873519593
583,Lake_Origin,MAN_MADE,Chlorophyll_a_Risk_Index,Not Detected,1.480415213,0.667411775,0.172312171,2.788518254,483.1603061,208.4081735,74.687792,891.6328202,6,0.138822602,0.053673509,0.033624458,0.244020746,28.2156512,10.7166667,7.211370424,49.21993198,9,1.619237815,0.665250052,0.315371672,2.923103958,511.3759573,208.1324574,103.4438368,919.3080778,2.679083212,0.281747214
584,Lake_Origin,MAN_MADE,Chlorophyll_a_Risk_Index,Not Assessed,0.755787012,0.507438612,-0.238774392,1.750348416,252.3328621,158.0120189,-57.36500408,562.0307283,3,0.121227002,0.068830884,0,0.256133055,24.6393509,13.85277162,0,51.79028437,5,0.877014014,0.502748699,0,1.862383358,276.972213,157.4036176,0,585.4776346,1.606250303,0
585,Lake_Origin,NATURAL,Chlorophyll_a_Risk_Index,Low,-6.152844914,5.425875988,-16.78736644,4.481676608,8268.805658,3478.856051,1450.373091,15087.23822,257,66.24053594,3.488137719,59.40391163,73.07716024,19330.77295,1618.755296,16158.07087,22503.47503,242,60.08769102,5.042019721,50.20551396,69.96986809,27599.57861,3549.946433,20641.81145,34557.34576,-3.10729215,-9.19839767
586,Lake_Origin,NATURAL,Chlorophyll_a_Risk_Index,Moderate,6.712499974,5.413303831,-3.897380572,17.32238052,6753.089165,2761.542643,1340.565044,12165.61329,99,21.91049516,3.304098836,15.43458044,28.38640988,6394.072772,1055.797193,4324.748299,8463.397245,112,28.62299514,4.935189296,18.95020186,38.29578842,13147.16194,2728.049245,7800.28367,18494.04021,9.90937854,3.51562142
587,Lake_Origin,NATURAL,Chlorophyll_a_Risk_Index,High,-0.228468349,2.474972156,-5.079324637,4.622387939,1693.913658,1065.878758,-395.1703198,3782.997635,70,10.73976551,1.891972492,7.031567568,14.44796346,3134.152913,562.8185169,2031.04889,4237.256936,56,10.51129716,2.521018322,5.570192048,15.45240228,4828.06657,1166.864664,2541.053854,7115.079287,1.00443882,-1.46137552
588,Lake_Origin,NATURAL,Chlorophyll_a_Risk_Index,Not Detected,-0.243590664,0.192862558,-0.621594332,0.134413004,-39.58383916,62.51610573,-162.1131548,82.94547652,11,0.431671083,0.175045951,0.088587324,0.774754842,125.9732516,50.56468981,26.86828068,225.0782225,8,0.188080419,0.086186196,0.019158579,0.35700226,86.38941244,38.28595654,11.35031651,161.4285084,-0.417752582,-0.069428745
589,Lake_Origin,NATURAL,Chlorophyll_a_Risk_Index,Not Assessed,-0.087596048,0.618077491,-1.299005671,1.123813575,73.24832716,220.496255,-358.9163913,505.4130456,2,0.677532304,0.499239736,0,1.656024207,197.7221795,145.3577026,0,482.6180416,6,0.589936256,0.364389176,0,1.304125917,270.9705067,165.8002917,0,595.933107,-0.35189829,0
590,WSA3_Ecoregions,EHIGH,Chlorophyll_a_Risk_Index,Low,-12.87394203,9.155260591,-30.81792305,5.070039002,1143.754764,1250.582948,-1307.342774,3594.852302,136,71.60842328,4.787315564,62.22545719,80.99138937,7100.788752,936.9546305,5264.391421,8937.186083,106,58.73448126,7.996740744,43.0611574,74.40780511,8244.543516,903.8657049,6472.999288,10016.08774,-6.58358426,-19.16429979
591,WSA3_Ecoregions,EHIGH,Chlorophyll_a_Risk_Index,Moderate,15.59306861,9.530888999,-3.087130564,34.27326779,2964.158938,1802.521334,-568.7179585,6497.035834,54,18.81569193,4.278293917,10.43038994,27.20099393,1865.789631,454.4911766,975.0032934,2756.575968,44,34.40876055,8.649567327,17.4559201,51.36160099,4829.948569,1754.215773,1391.748832,8268.148306,24.16060706,7.02553016
592,WSA3_Ecoregions,EHIGH,Chlorophyll_a_Risk_Index,High,-4.110935024,3.213012169,-10.40832316,2.18645311,-183.6770143,347.6336129,-865.0263754,497.6723468,18,9.545968881,2.896630218,3.868677977,15.22325979,946.5912717,292.3522132,373.5914631,1519.59108,13,5.435033858,1.667162186,2.167456016,8.702611699,762.9142574,216.4858282,338.609831,1187.218684,-6.520648091,-1.701221961
593,WSA3_Ecoregions,EHIGH,Chlorophyll_a_Risk_Index,Not Detected,0.990402262,0.819037578,-0.614881892,2.595686416,140.2552878,113.4903463,-82.18170363,362.6922792,1,0.029915902,0.025888226,0,0.080655893,2.9665016,2.544073068,0,7.952793188,2,1.020318164,0.818628337,0,2.62480022,143.2217894,113.461828,0,365.6028858,2.544144327,0
594,WSA3_Ecoregions,EHIGH,Chlorophyll_a_Risk_Index,Not Assessed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.401406173,0.219083857,0,0.830802643,56.34527779,29.6012492,0,114.3626601,#VALUE!,#VALUE!
595,WSA3_Ecoregions,PLNLOW,Chlorophyll_a_Risk_Index,Low,0.321862251,4.762471487,-9.012410341,9.656134842,11102.73262,3627.558651,3992.848316,18212.61693,231,50.9350131,3.28442553,44.49765735,57.37236885,17677.49622,1576.620392,14587.37704,20767.61541,215,51.25687535,4.396132123,42.64061472,59.87313599,28780.22885,3733.132788,21463.42303,36097.03466,2.50076714,-1.85704263
596,WSA3_Ecoregions,PLNLOW,Chlorophyll_a_Risk_Index,Moderate,-4.250577373,4.52446556,-13.11836692,4.617212173,5062.746288,2467.781765,225.982907,9899.50967,227,34.74044227,3.232705712,28.40445551,41.07642904,12057.01147,1298.965101,9511.086653,14602.93628,203,30.4898649,3.834645725,22.97409739,38.00563242,17119.75776,2348.81003,12516.17469,21723.34082,-3.07079662,-5.43035812
597,WSA3_Ecoregions,PLNLOW,Chlorophyll_a_Risk_Index,High,3.733489639,3.303566681,-2.741382076,10.20836135,5025.457583,1921.542572,1259.303347,8791.61182,116,13.66010332,2.000971322,9.738271592,17.58193504,4740.87293,708.6212532,3352.000795,6129.745064,116,17.39359296,3.290165825,10.94498644,23.84219948,9766.330513,2009.39652,5827.985703,13704.67532,6.26026444,1.206714848
598,WSA3_Ecoregions,PLNLOW,Chlorophyll_a_Risk_Index,Not Detected,0.078709299,0.081578257,-0.081181146,0.238599745,49.28515971,44.83109153,-38.58216507,137.1524845,1,0.023740423,0.018219814,0,0.059450603,8.2393469,6.307293124,0,20.60141426,2,0.102449723,0.079517611,0,0.258301376,57.52450661,44.38518695,0,144.5178745,0.198850773,0
599,WSA3_Ecoregions,PLNLOW,Chlorophyll_a_Risk_Index,Not Assessed,0.116516184,0.552970938,-0.967286938,1.200319306,202.8083684,247.2812996,-281.8540729,687.4708098,5,0.640700884,0.42007264,0,1.46402813,222.3615304,145.5739352,0,507.6812005,4,0.757217068,0.35960511,0.052404005,1.462030132,425.1698988,199.8906465,33.39143093,816.9483667,-0.001997998,0.052404005
600,WSA3_Ecoregions,WMTNS,Chlorophyll_a_Risk_Index,Low,-5.880024294,6.23529272,-18.10097346,6.34092487,1552.939147,1335.059931,-1063.730234,4169.608528,179,82.52374102,4.015048566,74.65439043,90.3930916,4063.096796,672.6217754,2744.782341,5381.411251,168,76.64371672,5.512103125,65.84019312,87.44724033,5616.035943,1256.199786,3153.929604,8078.142282,-2.94585127,-8.81419731
601,WSA3_Ecoregions,WMTNS,Chlorophyll_a_Risk_Index,Moderate,3.218534859,3.598206728,-3.833820738,10.27089046,433.8916954,222.0280344,-1.275255625,869.0586465,36,8.238869849,2.116898812,4.089824419,12.38791528,405.6447911,92.09177248,225.1482338,586.1413484,46,11.45740471,3.360009235,4.87190762,18.04290179,839.5364865,218.0498292,412.1666745,1266.906299,5.65498651,0.782083201
602,WSA3_Ecoregions,WMTNS,Chlorophyll_a_Risk_Index,High,-0.759239864,3.749118561,-8.107377218,6.588897489,96.61435762,232.0268307,-358.149874,551.3785892,9,6.333324297,3.090164882,0.276712422,12.38993617,311.8243228,155.2368804,7.565628072,616.0830175,11,5.574084432,2.811470561,0.063703389,11.08446548,408.4386804,204.1789484,8.25529517,808.6220657,-1.30547069,-0.213009033
603,WSA3_Ecoregions,WMTNS,Chlorophyll_a_Risk_Index,Not Detected,2.514172816,2.716414054,-2.809900896,7.838246529,254.0360194,184.7049637,-107.9790573,616.0510961,15,2.904064839,1.079977462,0.78734791,5.020781769,142.9830543,49.89815624,45.18446518,240.7816434,13,5.418237655,2.535433809,0.448878704,10.38759661,397.0190737,179.6895863,44.83395628,749.2041912,5.366814841,-0.338469206
604,WSA3_Ecoregions,WMTNS,Chlorophyll_a_Risk_Index,Not Assessed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.906556483,0.471490578,0,1.830661036,66.42754305,32.55592856,2.619095599,130.2359905,#VALUE!,#VALUE!
605,WSA9_Ecoregions,CPL,Chlorophyll_a_Risk_Index,Low,32.2561765,7.663482379,17.23602704,47.27632596,6454.152413,1599.823415,3318.556138,9589.748688,13,11.5260072,4.041354843,3.605097255,19.44691714,807.8867028,270.3044944,278.0996289,1337.673777,34,43.78218369,7.137501333,29.79293814,57.77142925,7262.039116,1616.096839,4094.547515,10429.53072,38.32451211,26.18784089
606,WSA9_Ecoregions,CPL,Chlorophyll_a_Risk_Index,Moderate,-23.18797022,8.724678438,-40.28802573,-6.0879147,2111.21522,1231.987202,-303.4353261,4525.865765,56,62.20149411,7.041002729,48.40138234,76.00160587,4359.85846,736.0293557,2917.267431,5802.449489,57,39.01352389,6.535762368,26.20366504,51.82338274,6471.07368,1120.004785,4275.904638,8666.242721,-24.17822313,-22.1977173
607,WSA9_Ecoregions,CPL,Chlorophyll_a_Risk_Index,High,-11.25755921,6.838039802,-24.65987095,2.144752527,648.9844941,901.3999946,-1117.727031,2415.696019,33,26.2724987,6.62211739,13.29338711,39.25161028,1841.505214,498.7935649,863.8877909,2819.122637,23,15.01493949,5.514511365,4.20669582,25.82318316,2490.489708,996.8633004,536.6735417,4444.305874,-13.42842712,-9.08669129
608,WSA9_Ecoregions,CPL,Chlorophyll_a_Risk_Index,Not Assessed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2.189352926,1.19223745,0,4.526095389,363.1423846,196.0879223,0,747.4676501,#VALUE!,#VALUE!
609,WSA9_Ecoregions,NAP,Chlorophyll_a_Risk_Index,Low,-22.9576097,11.54812291,-45.5915147,-0.323704706,1715.950217,927.5556676,-102.0254852,3533.925919,74,83.54757041,3.639888207,76.41352061,90.6816202,4366.173423,706.4254988,2981.604887,5750.741958,67,60.5899607,11.10632163,38.8219703,82.3579511,6082.12364,623.6078061,4859.874799,7304.37248,-8.3236691,-37.59155031
610,WSA9_Ecoregions,NAP,Chlorophyll_a_Risk_Index,Moderate,22.75205439,12.02179824,-0.810237191,46.31434597,2945.795023,1765.640915,-514.7975806,6406.387626,15,13.7547338,3.751558467,6.401814314,21.10765328,718.8186663,184.7863024,356.6441689,1080.993164,16,36.50678818,11.55114404,13.86696188,59.14661449,3664.613689,1761.590669,211.959423,7117.267955,38.03896121,7.465147566
611,WSA9_Ecoregions,NAP,Chlorophyll_a_Risk_Index,High,-1.534954237,1.301211743,-4.08528239,1.015373915,-24.26287053,88.65711126,-198.0276156,149.5018745,4,2.697695799,1.044118454,0.651261235,4.744130364,140.9808525,49.7439884,43.48442679,238.4772782,3,1.162741562,0.749849703,0,2.632419974,116.717982,71.97774229,0,257.7917645,-2.11171039,-0.651261235
612,WSA9_Ecoregions,NAP,Chlorophyll_a_Risk_Index,Not Detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.426771816,1.153849403,0,3.688275089,143.2217894,113.2166392,0,365.1223246,#VALUE!,#VALUE!
613,WSA9_Ecoregions,NAP,Chlorophyll_a_Risk_Index,Not Assessed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.313737738,0.212123069,0,0.729491314,31.49352945,20.32787886,0,71.3354399,#VALUE!,#VALUE!
614,WSA9_Ecoregions,NPL,Chlorophyll_a_Risk_Index,Low,-7.0427606,10.88498053,-28.37693041,14.29140921,-351.5345085,245.1797295,-832.077948,129.0089311,34,32.03611891,9.16801756,14.06713469,50.00510314,852.1524562,228.0259621,405.2297829,1299.07513,31,24.99335832,5.714400899,13.79333836,36.19337827,500.6179477,85.47269167,333.0945504,668.141345,-13.81172487,-0.27379633
615,WSA9_Ecoregions,NPL,Chlorophyll_a_Risk_Index,Moderate,0.643785439,14.54965558,-27.87301549,29.16058637,-335.4384203,641.6621712,-1593.073166,922.1963254,19,53.02120192,11.83358514,29.82780125,76.2146026,1410.350223,561.9044461,309.0377456,2511.6627,23,53.66498736,8.260831099,37.47405593,69.8559188,1074.911802,302.8442299,481.3480189,1668.475586,-6.3586838,7.64625468
616,WSA9_Ecoregions,NPL,Chlorophyll_a_Risk_Index,High,4.313292871,7.446063865,-10.28072413,18.90730987,-9.738531636,143.8147361,-291.6102348,272.1331716,11,14.63292626,5.390657708,4.067431298,25.19842122,389.2320442,106.7520585,180.0018542,598.4622342,15,18.94621913,5.119790891,8.911613376,28.98082488,379.4935126,95.90361429,191.5258826,567.4611426,3.78240366,4.844182078
617,WSA9_Ecoregions,NPL,Chlorophyll_a_Risk_Index,Not Detected,-0.004742747,0.359403166,-0.709160009,0.699674515,-2.129981505,8.150274536,-18.10422606,13.84426305,1,0.309752903,0.245942931,0,0.791792189,8.2393469,6.307293009,0,20.60141404,1,0.305010156,0.262073865,0,0.818665493,6.109365395,5.1618824,0,16.22646899,0.026873304,0
618,WSA9_Ecoregions,NPL,Chlorophyll_a_Risk_Index,Not Assessed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2.090425036,1.793003564,0,5.604647446,41.87129549,36.00515502,0,112.4401026,#VALUE!,#VALUE!
619,WSA9_Ecoregions,SAP,Chlorophyll_a_Risk_Index,Low,-3.613465947,11.70052772,-26.54607888,19.31914699,-572.1954527,843.1347534,-2224.709204,1080.318298,62,57.69014829,8.442439045,41.14327182,74.23702476,2734.61533,614.6389196,1529.945184,3939.285475,39,54.07668234,8.726551235,36.97295621,71.18040847,2162.419877,657.7306539,873.2914836,3451.54827,-3.05661629,-4.17031561
620,WSA9_Ecoregions,SAP,Chlorophyll_a_Risk_Index,Moderate,4.945299915,9.954261889,-14.56469488,24.45529471,18.36391509,462.5141779,-888.147216,924.8750462,39,24.19679445,7.580974692,9.338357085,39.05523181,1146.970965,412.0772823,339.3143325,1954.627597,28,29.14209436,6.729070918,15.95335772,42.33083101,1165.33488,220.7565422,732.6600075,1598.009752,3.2755992,6.615000635
621,WSA9_Ecoregions,SAP,Chlorophyll_a_Risk_Index,High,-1.890731608,7.701475972,-16.98534714,13.20388392,-209.4282569,346.7052379,-888.9580364,470.1015226,15,18.05047518,5.992347143,6.305690601,29.79525977,855.6245323,295.9449527,275.5830836,1435.665981,10,16.15974358,5.457006788,5.464206808,26.85528034,646.1962754,209.8510592,234.8957573,1057.496794,-2.93997943,-0.841483793
622,WSA9_Ecoregions,SAP,Chlorophyll_a_Risk_Index,Not Detected,NA,NA,NA,NA,NA,NA,NA,NA,1,0.062582081,0.054847331,0,0.170080874,2.9665016,2.547020264,0,7.958569586,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,#VALUE!
623,WSA9_Ecoregions,SAP,Chlorophyll_a_Risk_Index,Not Assessed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.621479721,0.548566719,0,1.696650732,24.85174834,21.51908484,0,67.02837962,#VALUE!,#VALUE!
624,WSA9_Ecoregions,SPL,Chlorophyll_a_Risk_Index,Low,2.426198147,15.51227965,-27.97731128,32.82970757,1365.405602,1014.494587,-622.9672504,3353.778454,44,40.96320154,8.913418763,23.49322179,58.4331813,1289.491048,401.7720206,502.0323576,2076.949738,33,43.38939969,14.75062011,14.47871553,72.30008385,2654.89665,1006.680822,681.8384957,4627.954804,13.86690255,-9.01450626
625,WSA9_Ecoregions,SPL,Chlorophyll_a_Risk_Index,Moderate,-36.04319757,10.10381825,-55.84631746,-16.24007769,-677.1433106,391.5544355,-1444.575902,90.28928101,61,51.44184937,8.593475878,34.59894614,68.28475259,1619.35107,340.0334781,952.8976993,2285.804441,33,15.39865179,5.754204761,4.120617702,26.67668589,942.2077593,212.2001972,526.3030153,1358.112503,-41.6080667,-30.47832844
626,WSA9_Ecoregions,SPL,Chlorophyll_a_Risk_Index,High,34.15186948,16.10255076,2.591449921,65.71228903,2299.417442,1536.005225,-711.0974787,5309.932362,21,7.060079039,2.128517279,2.888261832,11.23189625,222.2460251,58.63416258,107.3251782,337.166872,19,41.21194852,16.41693835,9.035340607,73.38855643,2521.663467,1548.464457,0,5556.598034,62.15666018,6.147078775
627,WSA9_Ecoregions,SPL,Chlorophyll_a_Risk_Index,Not Assessed,NA,NA,NA,NA,NA,NA,NA,NA,2,0.534870052,0.406233052,0,1.331072204,16.8373105,12.36271538,0,41.0677874,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,#VALUE!
628,WSA9_Ecoregions,TPL,Chlorophyll_a_Risk_Index,Low,-19.70192591,8.821777453,-36.992292,-2.411559821,-219.7129594,672.9892487,-1538.747649,1099.32173,37,41.65086427,9.047597323,23.91789937,59.38382917,2553.808818,703.196478,1175.569046,3932.048589,34,21.94893836,6.69211092,8.832641981,35.06523475,2334.095858,712.7554958,937.1207565,3731.07096,-24.31859442,-15.08525739
